crop,soil_type,season,ph_min,ph_max,nitrogen_req,phosphorus_req,potassium_req,rainfall_min_mm,rainfall_max_mm,temp_min_c,temp_max_c,irrigation_type,yield_ton_per_acre,cost_rs_per_acre,price_rs_per_ton,profit_rs_per_acre,risk_score,climate_score
Bottle Gourd,Silty,Kharif,5.5,6.9,55,43,104,784,1570,21,33,Drip,3.51,33446.0,26157.0,58365.0,0.25,0.9
Bottle Gourd,Silty,Rabi,5.1,7.6,48,25,102,758,1389,20,30,Sprinkler,2.82,33446.0,26157.0,40316.0,0.42,0.94
Bottle Gourd,Silty,Summer,5.6,7.1,104,51,21,377,696,11,27,Flood,3.07,33446.0,26157.0,46856.0,0.5,0.82
Bottle Gourd,Silty,All,5.0,7.8,125,78,62,686,1462,18,36,Flood,2.92,33446.0,26157.0,42932.0,0.38,0.67
Bottle Gourd,Peaty,Kharif,5.2,7.6,148,59,41,502,749,13,26,Flood,3.36,33446.0,26157.0,54441.0,0.54,0.88
Bottle Gourd,Peaty,Rabi,5.9,6.7,134,65,86,395,674,14,31,Flood,3.63,33446.0,26157.0,61503.0,0.45,0.64
Bottle Gourd,Peaty,Summer,5.9,6.7,128,40,48,665,1634,18,28,Drip,2.75,33446.0,26157.0,38485.0,0.45,0.66
Bottle Gourd,Peaty,All,5.6,7.4,83,28,65,764,1501,22,33,Flood,3.42,33446.0,26157.0,56010.0,0.44,0.8
Bitter Gourd,Sandy,Kharif,5.2,7.1,180,90,30,673,1475,15,32,Flood,3.18,21585.0,49095.0,134536.0,0.45,0.73
Bitter Gourd,Sandy,Rabi,5.5,7.6,126,50,81,573,1556,22,35,Rainfed,3.74,21585.0,49095.0,162029.0,0.29,0.93
Bitter Gourd,Sandy,Summer,5.5,7.4,84,85,55,469,987,10,21,Drip,3.18,21585.0,49095.0,134536.0,0.48,0.66
Bitter Gourd,Sandy,All,5.1,7.3,115,88,36,620,1054,12,24,Rainfed,3.3,21585.0,49095.0,140427.0,0.24,0.77
Bitter Gourd,Loamy,Kharif,5.3,6.8,73,87,115,356,623,16,31,Drip,3.96,21585.0,49095.0,172830.0,0.44,0.86
Bitter Gourd,Loamy,Rabi,5.7,6.7,93,26,55,779,1710,21,33,Drip,4.19,21585.0,49095.0,184121.0,0.17,0.75
Bitter Gourd,Loamy,Summer,5.4,7.9,66,51,67,667,1065,10,22,Rainfed,3.55,21585.0,49095.0,152701.0,0.54,0.74
Bitter Gourd,Loamy,All,5.4,6.5,54,64,111,706,1515,13,30,Flood,3.61,21585.0,49095.0,155647.0,0.3,0.8
Bitter Gourd,Clay,Kharif,5.6,6.8,58,22,103,382,1194,11,27,Rainfed,3.62,21585.0,49095.0,156138.0,0.29,0.81
Bitter Gourd,Clay,Rabi,5.9,6.7,175,47,35,783,1012,14,27,Sprinkler,3.03,21585.0,49095.0,127172.0,0.29,0.66
Bitter Gourd,Clay,Summer,5.6,7.7,91,35,73,549,763,18,28,Sprinkler,3.53,21585.0,49095.0,151719.0,0.54,0.94
Bitter Gourd,Clay,All,5.4,8.0,140,78,116,749,990,16,29,Flood,4.3,21585.0,49095.0,189522.0,0.14,0.78
Bitter Gourd,Silty,Kharif,5.4,7.0,117,56,119,690,1150,14,24,Flood,4.35,21585.0,49095.0,191977.0,0.3,0.67
Bitter Gourd,Silty,Rabi,5.3,7.7,97,73,64,304,813,20,36,Drip,3.6,21585.0,49095.0,155156.0,0.16,0.66
Bitter Gourd,Silty,Summer,5.1,7.8,70,31,57,795,1145,14,27,Flood,3.91,21585.0,49095.0,170375.0,0.56,0.86
Bitter Gourd,Silty,All,5.9,7.3,122,54,106,377,680,20,38,Rainfed,3.72,21585.0,49095.0,161047.0,0.35,0.95
Bitter Gourd,Peaty,Kharif,6.0,7.4,144,38,101,422,1363,14,25,Flood,3.32,21585.0,49095.0,141409.0,0.2,0.72
Bitter Gourd,Peaty,Rabi,5.2,6.7,112,78,43,755,1329,20,30,Sprinkler,3.72,21585.0,49095.0,161047.0,0.21,0.69
Bitter Gourd,Peaty,Summer,5.2,7.7,101,29,30,661,1235,20,38,Flood,3.53,21585.0,49095.0,151719.0,0.29,0.85
Bitter Gourd,Peaty,All,5.4,7.2,139,54,83,469,1133,16,30,Sprinkler,4.32,21585.0,49095.0,190504.0,0.28,0.68
Cucumber,Sandy,Kharif,5.4,7.9,168,68,123,332,973,13,27,Drip,2.79,31146.0,34665.0,65570.0,0.27,0.73
Cucumber,Sandy,Rabi,5.5,7.9,125,59,85,344,893,12,28,Drip,3.12,31146.0,34665.0,77009.0,0.57,0.8
Cucumber,Sandy,Summer,5.4,7.8,86,34,129,772,1217,10,27,Sprinkler,2.87,31146.0,34665.0,68343.0,0.28,0.85
Cucumber,Sandy,All,6.0,6.9,138,35,139,716,1208,10,24,Drip,3.02,31146.0,34665.0,73543.0,0.55,0.93
Cucumber,Loamy,Kharif,5.8,7.0,121,59,47,667,924,17,33,Drip,3.57,31146.0,34665.0,92609.0,0.33,0.64
Cucumber,Loamy,Rabi,5.9,7.9,47,88,102,651,1599,11,28,Sprinkler,3.92,31146.0,34665.0,104741.0,0.17,0.64
Cucumber,Loamy,Summer,5.4,7.3,63,55,60,380,794,15,29,Drip,3.26,31146.0,34665.0,81862.0,0.55,0.88
Cucumber,Loamy,All,5.3,7.8,167,26,34,554,952,20,32,Rainfed,3.61,31146.0,34665.0,93995.0,0.31,0.72
Cucumber,Clay,Kharif,5.7,6.7,153,79,77,367,1158,16,32,Sprinkler,3.23,31146.0,34665.0,80822.0,0.2,0.6
Cucumber,Clay,Rabi,5.3,6.6,51,65,124,378,1027,18,29,Rainfed,3.93,31146.0,34665.0,105088.0,0.28,0.83
Cucumber,Clay,Summer,5.7,6.6,46,39,81,738,1636,12,24,Rainfed,3.1,31146.0,34665.0,76316.0,0.26,0.83
Cucumber,Clay,All,5.9,6.7,46,58,49,795,1582,21,32,Drip,3.71,31146.0,34665.0,97462.0,0.36,0.82
Cucumber,Silty,Kharif,5.1,8.0,48,45,35,401,988,19,34,Sprinkler,3.63,31146.0,34665.0,94688.0,0.36,0.74
Cucumber,Silty,Rabi,5.9,6.5,87,82,120,426,978,12,27,Sprinkler,3.79,31146.0,34665.0,100235.0,0.53,0.84
Cucumber,Silty,Summer,5.9,6.7,78,76,49,658,1488,13,31,Drip,2.68,31146.0,34665.0,61757.0,0.28,0.77
Cucumber,Silty,All,5.7,7.8,96,65,48,366,798,16,32,Rainfed,3.36,31146.0,34665.0,85329.0,0.59,0.76
Cucumber,Peaty,Kharif,5.1,6.6,157,25,85,395,993,19,36,Rainfed,3.71,31146.0,34665.0,97462.0,0.5,0.89
Cucumber,Peaty,Rabi,5.2,6.6,43,82,35,379,984,11,26,Drip,3.88,31146.0,34665.0,103355.0,0.38,0.8
Cucumber,Peaty,Summer,6.0,7.6,166,75,138,662,1642,14,32,Sprinkler,3.73,31146.0,34665.0,98155.0,0.34,0.71
Cucumber,Peaty,All,5.8,6.7,93,47,108,378,723,12,30,Rainfed,3.53,31146.0,34665.0,91222.0,0.48,0.7
Okra,Sandy,Kharif,5.9,7.3,87,42,113,790,1352,16,26,Flood,5.66,34741.0,28613.0,127210.0,0.54,0.95
Okra,Sandy,Rabi,5.3,7.1,52,69,51,726,1576,22,39,Drip,5.36,34741.0,28613.0,118626.0,0.42,0.79
Okra,Sandy,Summer,5.3,7.5,165,55,33,723,1164,10,27,Sprinkler,5.78,34741.0,28613.0,130643.0,0.38,0.71
Okra,Sandy,All,5.1,7.3,78,21,133,637,910,13,29,Drip,6.23,34741.0,28613.0,143519.0,0.13,0.87
Okra,Loamy,Kharif,5.7,6.8,161,66,69,332,853,21,35,Flood,5.31,34741.0,28613.0,117195.0,0.26,0.8
Okra,Loamy,Rabi,5.8,7.9,57,67,31,519,1456,14,25,Rainfed,6.66,34741.0,28613.0,155823.0,0.56,0.72
Okra,Loamy,Summer,5.4,6.5,63,68,95,408,1213,15,32,Flood,6.12,34741.0,28613.0,140372.0,0.19,0.77
Okra,Loamy,All,5.0,6.7,104,41,75,799,1161,20,30,Rainfed,6.8,34741.0,28613.0,159829.0,0.43,0.63
Okra,Clay,Kharif,5.7,6.6,118,29,140,403,1188,13,29,Flood,6.39,34741.0,28613.0,148097.0,0.38,0.76
Okra,Clay,Rabi,5.0,7.9,161,47,29,384,1020,17,34,Drip,5.4,34741.0,28613.0,119770.0,0.4,0.87
Okra,Clay,Summer,5.1,7.5,47,78,63,656,1446,18,36,Flood,6.87,34741.0,28613.0,161831.0,0.31,0.68
Okra,Clay,All,5.6,6.8,119,45,34,608,901,20,36,Sprinkler,5.99,34741.0,28613.0,136652.0,0.12,0.78
Okra,Silty,Kharif,5.7,7.4,125,43,49,363,711,10,22,Rainfed,6.71,34741.0,28613.0,157253.0,0.28,0.61
Okra,Silty,Rabi,5.3,7.7,109,56,92,627,1294,22,36,Flood,5.21,34741.0,28613.0,114334.0,0.12,0.65
Okra,Silty,Summer,6.0,7.2,118,59,89,640,1620,16,33,Flood,5.96,34741.0,28613.0,135794.0,0.32,0.76
Okra,Silty,All,5.3,7.9,147,45,69,755,1310,16,26,Sprinkler,7.41,34741.0,28613.0,177283.0,0.12,0.74
Okra,Peaty,Kharif,5.4,7.5,160,45,24,601,1557,16,30,Flood,6.79,34741.0,28613.0,159542.0,0.58,0.75
Okra,Peaty,Rabi,5.1,7.5,131,37,92,656,1245,13,28,Drip,5.32,34741.0,28613.0,117481.0,0.29,0.76
Okra,Peaty,Summer,5.0,7.1,68,40,87,382,1055,16,29,Flood,5.97,34741.0,28613.0,136080.0,0.59,0.9
Okra,Peaty,All,5.6,7.9,125,70,64,772,1260,16,32,Drip,5.96,34741.0,28613.0,135794.0,0.27,0.69
Fenugreek,Sandy,Kharif,5.3,6.9,58,59,98,362,967,19,32,Drip,6.81,28124.0,56321.0,355419.0,0.57,0.69
Fenugreek,Sandy,Rabi,5.6,6.9,109,72,53,308,1046,22,40,Drip,5.16,28124.0,56321.0,262490.0,0.12,0.71
Fenugreek,Sandy,Summer,5.4,7.4,162,47,93,642,1387,20,38,Sprinkler,5.04,28124.0,56321.0,255732.0,0.18,0.94
Fenugreek,Sandy,All,6.0,7.6,154,36,27,653,1030,11,28,Rainfed,5.96,28124.0,56321.0,307547.0,0.25,0.9
Fenugreek,Loamy,Kharif,5.3,6.9,145,67,63,541,1340,12,24,Rainfed,5.39,28124.0,56321.0,275444.0,0.12,0.7
Fenugreek,Loamy,Rabi,5.4,7.0,56,38,112,612,1040,19,29,Rainfed,5.14,28124.0,56321.0,261364.0,0.47,0.72
Fenugreek,Loamy,Summer,5.1,6.7,158,62,129,501,1065,18,34,Drip,5.6,28124.0,56321.0,287271.0,0.27,0.84
Fenugreek,Loamy,All,5.5,6.5,150,30,138,593,1417,13,24,Sprinkler,6.5,28124.0,56321.0,337960.0,0.38,0.67
Fenugreek,Clay,Kharif,5.7,7.1,96,30,29,414,1169,18,33,Rainfed,6.93,28124.0,56321.0,362178.0,0.25,0.66
Fenugreek,Clay,Rabi,5.8,6.7,74,24,129,427,826,14,31,Sprinkler,5.24,28124.0,56321.0,266996.0,0.3,0.83
Fenugreek,Clay,Summer,5.0,6.8,155,73,84,679,1588,20,36,Rainfed,4.88,28124.0,56321.0,246721.0,0.5,0.95
Fenugreek,Clay,All,5.7,7.6,76,55,68,685,1481,10,22,Rainfed,6.36,28124.0,56321.0,330075.0,0.59,0.75
Fenugreek,Silty,Kharif,5.3,7.2,88,24,58,406,932,10,22,Drip,6.09,28124.0,56321.0,314869.0,0.5,0.73
Fenugreek,Silty,Rabi,5.0,6.7,111,74,70,473,858,17,32,Drip,5.28,28124.0,56321.0,269249.0,0.17,0.95
Fenugreek,Silty,Summer,5.6,6.9,74,22,37,469,1079,19,30,Drip,5.3,28124.0,56321.0,270375.0,0.1,0.61
Fenugreek,Silty,All,5.2,7.1,152,28,113,654,979,20,36,Flood,5.68,28124.0,56321.0,291777.0,0.51,0.75
Fenugreek,Peaty,Kharif,5.4,7.7,128,60,51,760,1726,10,22,Sprinkler,6.35,28124.0,56321.0,329512.0,0.21,0.63
Fenugreek,Peaty,Rabi,5.9,7.9,106,82,41,420,649,13,27,Drip,4.92,28124.0,56321.0,248973.0,0.37,0.76
Fenugreek,Peaty,Summer,5.9,7.7,44,31,78,667,1033,12,24,Sprinkler,4.93,28124.0,56321.0,249537.0,0.29,0.75
Fenugreek,Peaty,All,5.9,7.1,106,89,79,673,1667,11,28,Flood,5.58,28124.0,56321.0,286145.0,0.23,0.64
Coriander,Sandy,Kharif,5.9,6.6,132,89,49,574,1225,12,29,Drip,5.08,31281.0,40835.0,176158.0,0.54,0.62
Coriander,Sandy,Rabi,5.2,7.4,127,69,70,688,1434,14,28,Drip,6.41,31281.0,40835.0,230468.0,0.34,0.82
Coriander,Sandy,Summer,5.5,7.7,59,43,32,366,652,11,21,Rainfed,5.5,31281.0,40835.0,193309.0,0.58,0.61
Coriander,Sandy,All,5.7,8.0,146,26,105,769,1044,17,27,Flood,4.98,31281.0,40835.0,172075.0,0.12,0.82
Coriander,Loamy,Kharif,5.2,6.7,66,52,108,481,863,19,34,Rainfed,5.42,31281.0,40835.0,190042.0,0.19,0.65
Coriander,Loamy,Rabi,5.5,7.1,105,51,48,585,1250,12,24,Rainfed,5.13,31281.0,40835.0,178200.0,0.24,0.65
Coriander,Loamy,Summer,5.4,7.1,122,53,95,750,1611,16,29,Drip,5.95,31281.0,40835.0,211685.0,0.1,0.79
Coriander,Loamy,All,5.2,8.0,115,58,76,749,967,14,32,Flood,5.45,31281.0,40835.0,191267.0,0.39,0.72
Coriander,Clay,Kharif,5.3,6.5,82,21,130,491,1319,20,36,Sprinkler,4.5,31281.0,40835.0,152474.0,0.48,0.71
Coriander,Clay,Rabi,5.8,7.2,105,43,70,518,1367,20,33,Drip,6.41,31281.0,40835.0,230468.0,0.4,0.71
Coriander,Clay,Summer,5.2,6.8,167,80,60,706,1080,12,27,Drip,4.38,31281.0,40835.0,147574.0,0.14,0.74
Coriander,Clay,All,5.5,6.7,74,23,103,488,1274,21,33,Drip,5.63,31281.0,40835.0,198617.0,0.16,0.71
Coriander,Silty,Kharif,5.9,7.9,145,47,25,377,1182,15,30,Flood,4.85,31281.0,40835.0,166766.0,0.22,0.83
Coriander,Silty,Rabi,5.8,7.5,84,57,105,691,1075,10,26,Flood,4.51,31281.0,40835.0,152883.0,0.43,0.82
Coriander,Silty,Summer,5.0,7.5,126,32,44,404,1345,11,24,Rainfed,4.44,31281.0,40835.0,150024.0,0.39,0.9
Coriander,Silty,All,5.2,7.8,56,30,42,735,1090,11,23,Rainfed,5.16,31281.0,40835.0,179425.0,0.25,0.83
Coriander,Peaty,Kharif,5.9,7.6,177,39,131,522,1278,16,34,Flood,6.5,31281.0,40835.0,234144.0,0.25,0.6
Coriander,Peaty,Rabi,5.8,6.7,123,53,91,575,834,16,30,Sprinkler,5.98,31281.0,40835.0,212910.0,0.52,0.84
Coriander,Peaty,Summer,5.0,7.1,168,83,76,626,1363,17,30,Sprinkler,5.48,31281.0,40835.0,192492.0,0.49,0.94
Coriander,Peaty,All,5.6,6.9,142,59,119,681,1002,19,35,Drip,4.82,31281.0,40835.0,165541.0,0.43,0.64
Cumin,Sandy,Kharif,5.2,6.8,44,59,108,332,578,14,26,Sprinkler,2.23,29834.0,56648.0,96491.0,0.5,0.64
Cumin,Sandy,Rabi,5.7,7.9,68,31,80,741,1570,17,29,Flood,2.28,29834.0,56648.0,99323.0,0.4,0.81
Cumin,Sandy,Summer,5.6,7.3,81,85,109,401,714,21,39,Rainfed,1.81,29834.0,56648.0,72699.0,0.54,0.75
Cumin,Sandy,All,5.0,7.5,83,20,27,302,858,13,25,Sprinkler,1.93,29834.0,56648.0,79496.0,0.3,0.91
Cumin,Loamy,Kharif,5.0,7.4,123,42,54,425,1167,13,31,Rainfed,2.59,29834.0,56648.0,116884.0,0.38,0.66
Cumin,Loamy,Rabi,5.4,7.7,83,27,27,530,1137,18,34,Drip,2.49,29834.0,56648.0,111219.0,0.48,0.93
Cumin,Loamy,Summer,5.9,6.8,92,84,98,757,1351,20,33,Drip,2.48,29834.0,56648.0,110653.0,0.3,0.86
Cumin,Loamy,All,5.5,7.5,178,71,42,503,1168,11,24,Flood,2.25,29834.0,56648.0,97624.0,0.58,0.64
Cumin,Clay,Kharif,6.0,6.8,169,40,45,760,1191,21,33,Rainfed,2.36,29834.0,56648.0,103855.0,0.52,0.86
Cumin,Clay,Rabi,5.2,7.8,158,28,87,544,1077,21,31,Flood,2.6,29834.0,56648.0,117450.0,0.34,0.73
Cumin,Clay,Summer,5.7,7.1,134,41,20,625,1376,18,29,Sprinkler,1.98,29834.0,56648.0,82329.0,0.14,0.64
Cumin,Clay,All,5.6,7.9,69,78,137,557,1468,11,26,Flood,2.27,29834.0,56648.0,98757.0,0.37,0.69
Cumin,Silty,Kharif,5.7,7.0,167,42,114,645,862,21,33,Flood,2.1,29834.0,56648.0,89126.0,0.45,0.89
Cumin,Silty,Rabi,5.5,7.6,130,32,37,465,1123,13,27,Drip,2.07,29834.0,56648.0,87427.0,0.21,0.7
Cumin,Silty,Summer,5.4,7.5,153,58,133,369,1162,19,29,Flood,2.0,29834.0,56648.0,83462.0,0.34,0.87
Cumin,Silty,All,5.4,7.4,117,28,117,524,1311,19,35,Flood,1.78,29834.0,56648.0,70999.0,0.1,0.87
Cumin,Peaty,Kharif,5.5,7.5,167,52,91,480,1382,19,33,Flood,2.01,29834.0,56648.0,84028.0,0.58,0.67
Cumin,Peaty,Rabi,5.6,7.3,117,34,72,536,984,14,31,Sprinkler,1.95,29834.0,56648.0,80629.0,0.47,0.79
Cumin,Peaty,Summer,5.5,8.0,114,88,23,435,931,15,25,Drip,2.35,29834.0,56648.0,103288.0,0.36,0.74
Cumin,Peaty,All,5.0,7.9,70,24,40,504,846,17,27,Flood,2.12,29834.0,56648.0,90259.0,0.38,0.92
Fennel,Sandy,Kharif,5.8,7.0,66,48,20,584,1336,19,37,Drip,1.83,15305.0,38129.0,54472.0,0.5,0.72
Fennel,Sandy,Rabi,5.3,7.7,100,80,53,726,1687,11,29,Sprinkler,1.54,15305.0,38129.0,43414.0,0.53,0.61
Fennel,Sandy,Summer,5.9,7.2,134,21,26,300,717,10,25,Flood,1.76,15305.0,38129.0,51803.0,0.3,0.81
Fennel,Sandy,All,5.9,7.4,92,22,136,795,1361,16,30,Rainfed,1.63,15305.0,38129.0,46846.0,0.48,0.67
Fennel,Loamy,Kharif,5.4,7.3,115,75,77,591,844,18,35,Rainfed,1.69,15305.0,38129.0,49134.0,0.37,0.66
Fennel,Loamy,Rabi,5.9,7.7,47,34,100,684,1092,16,31,Rainfed,1.3,15305.0,38129.0,34263.0,0.24,0.7
Fennel,Loamy,Summer,5.9,6.9,51,70,81,440,1321,15,31,Flood,1.79,15305.0,38129.0,52947.0,0.29,0.71
Fennel,Loamy,All,5.0,6.7,72,34,61,766,1318,19,35,Flood,1.36,15305.0,38129.0,36551.0,0.57,0.87
Fennel,Clay,Kharif,5.2,7.8,71,21,62,420,840,20,34,Flood,1.78,15305.0,38129.0,52565.0,0.23,0.71
Fennel,Clay,Rabi,5.9,7.0,113,61,67,605,1033,19,35,Sprinkler,1.38,15305.0,38129.0,37314.0,0.52,0.89
Fennel,Clay,Summer,5.5,7.0,165,30,37,447,988,21,36,Drip,1.34,15305.0,38129.0,35788.0,0.45,0.9
Fennel,Clay,All,5.6,6.5,103,70,36,637,1026,11,22,Flood,1.42,15305.0,38129.0,38839.0,0.49,0.65
Fennel,Silty,Kharif,6.0,7.2,148,54,88,628,1386,21,34,Sprinkler,1.63,15305.0,38129.0,46846.0,0.46,0.71
Fennel,Silty,Rabi,5.3,6.8,118,41,107,730,1284,12,27,Rainfed,1.53,15305.0,38129.0,43033.0,0.59,0.71
Fennel,Silty,Summer,5.4,6.6,57,27,63,769,1022,18,28,Sprinkler,1.47,15305.0,38129.0,40745.0,0.15,0.76
Fennel,Silty,All,5.3,7.2,133,47,65,695,1039,14,31,Sprinkler,1.34,15305.0,38129.0,35788.0,0.49,0.76
Fennel,Peaty,Kharif,5.4,7.0,157,45,53,448,1265,13,23,Sprinkler,1.42,15305.0,38129.0,38839.0,0.36,0.61
Fennel,Peaty,Rabi,5.2,7.3,147,30,131,703,973,21,34,Drip,1.8,15305.0,38129.0,53328.0,0.36,0.81
Fennel,Peaty,Summer,5.2,7.9,171,80,84,573,952,22,40,Rainfed,1.5,15305.0,38129.0,41889.0,0.19,0.79
Fennel,Peaty,All,5.2,6.9,151,43,60,650,914,15,27,Rainfed,1.56,15305.0,38129.0,44177.0,0.25,0.71
Cardamom,Sandy,Kharif,5.5,7.7,171,26,32,562,1340,11,26,Flood,5.16,27681.0,56476.0,263735.0,0.19,0.7
Cardamom,Sandy,Rabi,5.4,6.6,162,76,115,493,859,19,35,Rainfed,5.74,27681.0,56476.0,296491.0,0.21,0.88
Cardamom,Sandy,Summer,5.1,7.4,105,68,100,706,1346,14,29,Rainfed,5.02,27681.0,56476.0,255828.0,0.39,0.88
Cardamom,Sandy,All,5.7,6.7,176,90,63,545,978,19,29,Drip,5.44,27681.0,56476.0,279548.0,0.44,0.72
Cardamom,Loamy,Kharif,5.1,6.6,144,86,57,763,1257,12,26,Flood,4.38,27681.0,56476.0,219683.0,0.57,0.87
Cardamom,Loamy,Rabi,5.3,7.6,157,67,76,387,1161,15,32,Sprinkler,5.06,27681.0,56476.0,258087.0,0.39,0.86
Cardamom,Loamy,Summer,5.1,7.3,68,26,42,373,646,17,34,Rainfed,5.42,27681.0,56476.0,278418.0,0.25,0.79
Cardamom,Loamy,All,5.6,7.9,155,30,79,307,843,22,40,Sprinkler,5.6,27681.0,56476.0,288584.0,0.23,0.72
Cardamom,Clay,Kharif,5.1,6.9,92,74,83,689,1052,18,34,Rainfed,4.0,27681.0,56476.0,198222.0,0.46,0.82
Cardamom,Clay,Rabi,5.2,7.3,151,88,34,696,979,19,32,Flood,5.45,27681.0,56476.0,280113.0,0.14,0.93
Cardamom,Clay,Summer,5.3,6.5,45,41,126,353,1008,17,27,Sprinkler,4.45,27681.0,56476.0,223637.0,0.38,0.75
Cardamom,Clay,All,5.4,6.8,135,31,100,724,1596,15,33,Rainfed,5.29,27681.0,56476.0,271076.0,0.33,0.86
Cardamom,Silty,Kharif,5.8,7.5,89,36,106,502,722,21,32,Rainfed,4.95,27681.0,56476.0,251875.0,0.49,0.63
Cardamom,Silty,Rabi,5.2,7.8,72,80,59,368,1229,15,30,Rainfed,4.31,27681.0,56476.0,215730.0,0.31,0.8
Cardamom,Silty,Summer,5.7,7.0,176,32,129,557,1491,11,21,Sprinkler,4.47,27681.0,56476.0,224766.0,0.54,0.7
Cardamom,Silty,All,5.7,6.8,57,63,139,656,1399,17,30,Flood,5.3,27681.0,56476.0,271641.0,0.17,0.75
Cardamom,Peaty,Kharif,5.2,7.0,142,51,46,480,927,22,32,Rainfed,5.05,27681.0,56476.0,257522.0,0.37,0.94
Cardamom,Peaty,Rabi,6.0,7.8,150,31,66,624,1122,17,30,Rainfed,5.09,27681.0,56476.0,259781.0,0.53,0.89
Cardamom,Peaty,Summer,5.2,7.2,87,65,64,704,1022,11,27,Sprinkler,4.32,27681.0,56476.0,216295.0,0.58,0.81
Cardamom,Peaty,All,5.7,7.8,101,80,82,393,1060,10,22,Flood,5.76,27681.0,56476.0,297620.0,0.43,0.74
Clove,Sandy,Kharif,5.1,7.7,105,28,124,660,1559,16,27,Rainfed,3.72,12781.0,23970.0,76387.0,0.41,0.84
Clove,Sandy,Rabi,6.0,7.0,92,62,88,746,1596,14,30,Sprinkler,2.63,12781.0,23970.0,50260.0,0.29,0.64
Clove,Sandy,Summer,5.2,7.3,40,37,82,409,617,14,26,Flood,3.11,12781.0,23970.0,61765.0,0.31,0.93
Clove,Sandy,All,5.5,6.7,106,54,78,359,1100,22,35,Sprinkler,3.59,12781.0,23970.0,73271.0,0.56,0.8
Clove,Loamy,Kharif,5.6,6.6,166,71,53,655,1629,20,30,Drip,2.8,12781.0,23970.0,54334.0,0.37,0.9
Clove,Loamy,Rabi,5.9,7.3,109,60,116,791,1350,11,24,Sprinkler,3.26,12781.0,23970.0,65361.0,0.55,0.65
Clove,Loamy,Summer,5.5,7.2,90,22,102,795,1430,22,40,Rainfed,3.59,12781.0,23970.0,73271.0,0.48,0.89
Clove,Loamy,All,5.8,7.7,48,45,59,784,1197,19,37,Rainfed,3.22,12781.0,23970.0,64402.0,0.2,0.76
Clove,Clay,Kharif,5.7,7.0,171,48,113,419,838,16,30,Flood,3.15,12781.0,23970.0,62724.0,0.51,0.63
Clove,Clay,Rabi,5.7,7.4,68,64,44,562,1414,16,26,Drip,3.27,12781.0,23970.0,65600.0,0.3,0.72
Clove,Clay,Summer,5.8,8.0,107,28,103,733,1107,13,24,Rainfed,3.5,12781.0,23970.0,71113.0,0.28,0.76
Clove,Clay,All,5.0,7.6,56,22,27,662,1568,17,31,Rainfed,3.3,12781.0,23970.0,66319.0,0.18,0.73
Clove,Silty,Kharif,5.8,7.8,59,27,99,547,1478,19,33,Rainfed,3.8,12781.0,23970.0,78304.0,0.56,0.65
Clove,Silty,Rabi,5.3,7.9,47,80,39,681,1280,14,30,Drip,2.81,12781.0,23970.0,54574.0,0.29,0.95
Clove,Silty,Summer,5.8,7.7,87,57,21,435,1345,20,33,Drip,3.11,12781.0,23970.0,61765.0,0.15,0.89
Clove,Silty,All,5.1,6.8,137,87,75,350,1254,16,29,Rainfed,3.18,12781.0,23970.0,63443.0,0.17,0.74
Clove,Peaty,Kharif,5.7,6.8,78,24,24,604,1147,22,35,Flood,3.72,12781.0,23970.0,76387.0,0.31,0.65
Clove,Peaty,Rabi,5.6,6.8,179,23,21,473,1149,17,32,Rainfed,2.65,12781.0,23970.0,50739.0,0.35,0.65
Clove,Peaty,Summer,6.0,7.3,43,23,122,536,957,19,36,Rainfed,2.82,12781.0,23970.0,54814.0,0.49,0.83
Clove,Peaty,All,5.2,6.6,92,89,124,494,1273,10,28,Flood,3.71,12781.0,23970.0,76147.0,0.43,0.77
Black Pepper,Sandy,Kharif,5.3,7.9,111,72,121,357,1064,11,23,Rainfed,2.4,30238.0,13198.0,1436.0,0.1,0.69
Black Pepper,Sandy,Rabi,5.2,6.6,77,48,117,454,954,22,34,Drip,2.29,30238.0,13198.0,-15.0,0.15,0.74
Black Pepper,Sandy,Summer,5.1,6.8,109,30,38,788,1738,20,30,Sprinkler,2.24,30238.0,13198.0,-675.0,0.51,0.88
Black Pepper,Sandy,All,5.5,6.8,45,46,106,393,1023,20,35,Sprinkler,2.03,30238.0,13198.0,-3447.0,0.56,0.76
Black Pepper,Loamy,Kharif,5.1,7.2,116,23,106,368,844,15,30,Sprinkler,2.05,30238.0,13198.0,-3183.0,0.12,0.64
Black Pepper,Loamy,Rabi,5.6,6.7,177,31,41,712,1352,18,34,Sprinkler,2.65,30238.0,13198.0,4736.0,0.5,0.91
Black Pepper,Loamy,Summer,5.3,7.3,171,73,36,409,1083,16,26,Rainfed,2.43,30238.0,13198.0,1832.0,0.23,0.76
Black Pepper,Loamy,All,5.0,7.6,152,31,92,356,1141,10,27,Sprinkler,2.54,30238.0,13198.0,3284.0,0.38,0.63
Black Pepper,Clay,Kharif,5.3,6.6,175,45,70,611,1558,20,32,Drip,2.71,30238.0,13198.0,5528.0,0.59,0.7
Black Pepper,Clay,Rabi,5.3,7.2,154,25,84,380,700,13,31,Flood,2.25,30238.0,13198.0,-543.0,0.32,0.65
Black Pepper,Clay,Summer,5.9,6.8,82,45,115,672,1375,20,32,Rainfed,2.29,30238.0,13198.0,-15.0,0.26,0.91
